"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"R46","100pF_0402_50V","R0603",244.07,-120.535,0,"top"
"R47","100nF_0402_50V","R0603",247.21,-59.53,90,"top"
"R48","20pF_0402_50V","R0603",245.99,-41.34,180,"top"
"R49","20pF_0402_50V","R0603",218.66,-89.63,90,"top"
"R50","20pF_0402_50V","R0603",228.51,-90.6,90,"top"
"R51","20pF_0402_50V","R0603",252.29,-103.265,-90,"top"
"R52","20pF_0402_50V","R0603",242.66,-65.8,180,"top"
"R53","1nF_0402_50V","R0603",230.73,-36.045,180,"top"
"R54","100pF_0402_50V","R0603",244.59,-90.15,180,"top"
"R55","20pF_0402_50V","R0603",220.09,-26.63,-90,"top"
"R56","20pF_0402_50V","R0603",228.82,-44.9,0,"top"
"R57","20pF_0402_50V","R0603",234.72,-55.91,-90,"top"
"R58","100pF_0402_50V","R0603",236.78,-51.77,180,"top"
"R59","10pF_0402_50V","R0603",238.52,-42.88,180,"top"
"R60","10pF_0402_50V","R0603",224.7,-54.97,90,"top"
"R61","100nF_0402_50V","R0603",221.71,-23.39,90,"top"
"R62","100nF_0402_50V","R0603",233.66,-53.88,-90,"top"
"R63","100nF_0402_50V","R0603",224.23,-53.47,180,"top"
"R64","100nF_0402_50V","R0603",222.15,-48.88,0,"top"
"R65","100nF_0402_50V","R0603",225.71,-45.58,90,"top"
"R66","100nF_0402_50V","R0603",261.04,-97.74,90,"top"
"R67","100nF_0402_50V","R0603",252.53,-97.98,90,"top"
"R68","100nF_0402_50V","R0603",257.35,-79.89,180,"top"
"R69","100nF_0402_50V","R0603",252.7,-84.98,180,"top"
"R70","100nF_0402_50V","R0603",238.68,-51.78,0,"top"
"R71","100nF_0402_50V","R0603",236.48,-42.92,0,"top"
"R72","100nF_0402_50V","R0603",256.56,-105.69,0,"top"
"R73","100nF_0402_50V","R0603",258.51,-105.69,180,"top"
"R74","100nF_0402_50V","R0603",220.72,-66.74,-90,"top"
"R75","100nF_0402_50V","R0603",225.57,-70.71,90,"top"
"R76","100nF_0402_50V","R0603",246.5,-116.4,90,"top"
"R77","100nF_0402_50V","R0603",241.64,-113.96,-90,"top"
"R78","100nF_0402_50V","R0603",233.14,-35.41,0,"top"
"R79","100nF_0402_50V","R0603",235.22,-35.41,180,"top"
"R80","100nF_0402_50V","R0603",246.17,-57.54,-90,"top"
"R81","100nF_0402_50V","R0603",238.76,-61.08,180,"top"
"R82","100nF_0402_50V","R0603",223.215,-23.83,0,"top"
"R83","100nF_0402_50V","R0603",225.175,-23.85,180,"top"
"R84","100nF_0402_50V","R0603",227.13,-88.15,180,"top"
"R85","100nF_0402_50V","R0603",220.965,-93.01,0,"top"
"R86","100nF_0402_50V","R0603",253.07,-65.43,-90,"top"
"R87","100nF_0402_50V","R0603",253.05,-67.68,90,"top"
"R88","100nF_0402_50V","R0603",242.01,-29.05,0,"top"
"R89","100nF_0402_50V","R0603",244.03,-29.07,180,"top"
"R90","100nF_0402_50V","R0603",228.59,-52.4,0,"top"
"R91","100nF_0402_50V","R0603",230.66,-52.36,180,"top"
"R92","100nF_0402_50V","R0603",219.665,-101.565,-90,"top"
"R93","100nF_0402_50V","R0603",224.52,-106.71,-90,"top"
"R94","100nF_0402_50V","R0603",228.88,-111.33,-90,"top"
"R95","100nF_0402_50V","R0603",228.86,-113.69,90,"top"
"R96","100nF_0402_50V","R0603",252.23,-110.93,180,"top"
"R97","100nF_0402_50V","R0603",261.89,-111.43,0,"top"
"R98","100nF_0402_50V","R0603",237.565,-75.79,180,"top"
"R99","100nF_0402_50V","R0603",226.44,-41.84,-90,"top"
"R100","100nF_0402_50V","R0603",227.92,-36.04,0,"top"
"R101","100nF_0402_50V","R0603",216.58,-116.88,90,"top"
"R102","100nF_0402_50V","R0603",211.72,-116.89,-90,"top"
"R103","100nF_0402_50V","R0603",235.705,-91.065,90,"top"
"R104","100nF_0402_50V","R0603",230.91,-89.99,-90,"top"
"R105","100nF_0402_50V","R0603",243.34,-93.73,-90,"top"
"R106","100nF_0402_50V","R0603",248.19,-97.86,90,"top"
"R107","100nF_0402_50V","R0603",249.18,-35.57,-90,"top"
"R108","100nF_0402_50V","R0603",249.2,-37.51,90,"top"
"R109","100nF_0402_50V","R0603",220.4,-37.185,0,"top"
"R110","100nF_0402_50V","R0603",223.235,-37.185,180,"top"
"R111","100nF_0402_50V","R0603",244.29,-86.63,0,"top"
"R112","100nF_0402_50V","R0603",241.89,-81.76,180,"top"
"R113","100nF_0402_50V","R0603",240.505,-67.995,-90,"top"
"R114","100nF_0402_50V","R0603",245.355,-71.995,90,"top"
"R115","100nF_0402_50V","R0603",257.66,-51.55,90,"top"
"R116","100nF_0402_50V","R0603",257.67,-49.51,-90,"top"
"R117","100nF_0402_50V","R0603",254.26,-29.04,180,"top"
"R118","100nF_0402_50V","R0603",252.3,-29.02,0,"top"
"R119","100nF_0402_50V","R0603",233.81,-104.36,90,"top"
"R120","100nF_0402_50V","R0603",228.95,-100.06,-90,"top"
"R121","100nF_0402_50V","R0603",246.365,-44.39,-90,"top"
"R122","100nF_0402_50V","R0603",251.215,-50.04,90,"top"
"R123","100nF_0402_50V","R0603",229.41,-71.36,0,"top"
"R124","20pF_0402_50V","R0603",173.15,-83.82,90,"top"
"R125","4.7nF_0603_25V_1%","R0603",186.44,-54.0749,-90,"top"
"R126","20pF_0402_50V","R0603",202.113019,-106.404499,180,"top"
"R127","10nF_0402_50V","R0603",172.35,-35.42,0,"top"
"R128","100pF_0402_50V","R0603",197.75,-113.45,-90,"top"
"R129","20pF_0402_50V","R0603",192.755,-114.21,180,"top"
"R130","100nF_0402_50V","R0603",174.59,-32.51,-90,"top"
"R131","10nF_0402_50V","R0603",204.55,-70.19,90,"top"
"R132","20pF_0402_50V","R0603",165.64,-102.35,90,"top"
"R133","10nF_0402_50V","R0603",210.5,-112.12,90,"top"
"R134","10nF_0402_50V","R0603",185.19,-77.96,180,"top"
"R135","10nF_0402_50V","R0603",190.805,-61.835,0,"top"
"R136","100nF_0402_50V","R0603",181.38,-78.13,90,"top"
"R137","100nF_0402_50V","R0603",176.53,-75.22,-90,"top"
"R138","10nF_0402_50V","R0603",207.17,-119.06,0,"top"
"R139","10nF_0402_50V","R0603",190.47,-72.95,0,"top"
"R140","10nF_0402_50V","R0603",185.21,-68.96,180,"top"
"R141","100nF_0402_50V","R0603",165.54,-31.27,-90,"top"
"R142","20pF_0402_50V","R0603",177.76,-40.25,180,"top"
"R143","20pF_0402_50V","R0603",178.765,-31.255,180,"top"
"R144","100pF_0402_50V","R0603",180.15,-101.74,180,"top"
"R145","20pF_0402_50V","R0603",179.78,-72.67,0,"top"
"R146","20pF_0402_50V","R0603",205.58,-26.9,-90,"top"
"R147","100nF_0402_50V","R0603",190.505,-27.24,0,"top"
"R148","20pF_0402_50V","R0603",199.86,-111.76,180,"top"
"R149","20pF_0402_50V","R0603",178.27,-56.45,0,"top"
"R150","20pF_0402_50V","R0603",171.71,-56.08,0,"top"
"R151","100nF_0402_50V","R0603",205.66,-23.25,90,"top"
"R152","20pF_0402_50V","R0603",173.61,-50.36,90,"top"
"R153","20pF_0402_50V","R0603",186.79,-116.68,90,"top"
"R154","20pF_0402_50V","R0603",198.19,-90.17,90,"top"
"R155","20pF_0402_50V","R0603",207.345,-91.88,90,"top"
"R156","20pF_0402_50V","R0603",169.66,-72.03,180,"top"
"R157","1uF_0603_25V","R0603",185.43,-119.3,-90,"top"
"R158","100pF_0402_50V","R0603",184.84,-114.26,-90,"top"
"R159","100nF_0402_50V","R0603",180.205,-25.165,180,"top"
"R160","20pF_0402_50V","R0603",187.58,-45.33,180,"top"
"R161","20pF_0402_50V","R0603",185.53,-90.6,90,"top"
"R162","20pF_0402_50V","R0603",194.54,-91.3,90,"top"
"R163","20pF_0402_50V","R0603",175.6,-103.33,90,"top"
"R164","20pF_0402_50V","R0603",176.895,-67.425,0,"top"
"R165","1nF_0402_50V","R0603",193.55,-36.8,180,"top"
"R166","100pF_0402_50V","R0603",180.71,-90.7,180,"top"
"R167","20pF_0402_50V","R0603",196.56,-26.64,-90,"top"
"R168","20pF_0402_50V","R0603",192.550098,-45.666108,0,"top"
"R169","20pF_0402_50V","R0603",206.34,-54.46,-90,"top"
"R170","100pF_0402_50V","R0603",203.910098,-46.456108,180,"top"
"R171","10pF_0402_50V","R0603",204.860098,-37.596108,180,"top"
"R172","10pF_0402_50V","R0603",196.31,-54.18,90,"top"
"R173","100nF_0402_50V","R0603",198.92,-23.23,90,"top"
"R174","100nF_0402_50V","R0603",205.33,-52.52,-90,"top"
"R175","100nF_0402_50V","R0603",195.82,-51.66,180,"top"
"R176","100nF_0402_50V","R0603",181.76,-53.51,-90,"top"
"R177","100nF_0402_50V","R0603",186.3,-56.7249,90,"top"
"R178","100nF_0402_50V","R0603",174.34,-97.55,90,"top"
"R179","100nF_0402_50V","R0603",165.88,-98.2,90,"top"
"R180","100nF_0402_50V","R0603",167.75,-85.19,0,"top"
"R181","100nF_0402_50V","R0603",171.65,-80.31,180,"top"
"R182","100nF_0402_50V","R0603",205.38,-47.01,-90,"top"
"R183","100nF_0402_50V","R0603",202.990098,-37.606108,0,"top"
"R184","100nF_0402_50V","R0603",170.05,-105.71,180,"top"
"R185","100nF_0402_50V","R0603",168.03,-105.72,0,"top"
"R186","100nF_0402_50V","R0603",192.338004,-69.010004,90,"top"
"R187","100nF_0402_50V","R0603",187.4,-65.15,-90,"top"
"R188","100nF_0402_50V","R0603",189.39,-114.15,0,"top"
"R189","100nF_0402_50V","R0603",191.38,-109.26,180,"top"
"R190","100nF_0402_50V","R0603",176.829814,-33.387933,-90,"top"
"R191","100nF_0402_50V","R0603",181.729814,-38.612933,90,"top"
"R192","100nF_0402_50V","R0603",185.01,-30.06,0,"top"
"R193","100nF_0402_50V","R0603",185.82,-25.15,180,"top"
"R194","100nF_0402_50V","R0603",201.18,-23.72,0,"top"
"R195","100nF_0402_50V","R0603",203.14,-23.72,180,"top"
"R196","100nF_0402_50V","R0603",191.12,-93.7,180,"top"
"R197","100nF_0402_50V","R0603",187.85,-93.67,0,"top"
"R198","100nF_0402_50V","R0603",167.79,-63.78,-90,"top"
"R199","100nF_0402_50V","R0603",172.64,-67.91,90,"top"
"R200","100nF_0402_50V","R0603",167.91,-35.44,0,"top"
"R201","100nF_0402_50V","R0603",169.85,-35.43,180,"top"
"R202","100nF_0402_50V","R0603",199.96,-51.07,0,"top"
"R203","100nF_0402_50V","R0603",204.7,-51.1,0,"top"
"R204","100nF_0402_50V","R0603",200.603019,-97.904499,-90,"top"
"R205","100nF_0402_50V","R0603",205.403019,-102.914499,-90,"top"
"R206","100nF_0402_50V","R0603",197.97,-116.38,-90,"top"
"R207","100nF_0402_50V","R0603",197.99,-118.34,90,"top"
"R208","100nF_0402_50V","R0603",166.3,-111.29,-90,"top"
"R209","100nF_0402_50V","R0603",175.32,-110.1,0,"top"
"R210","100nF_0402_50V","R0603",194.29,-65.76,0,"top"
"R211","100nF_0402_50V","R0603",194.98,-44.06,90,"top"
"R212","100nF_0402_50V","R0603",191.650098,-36.806108,0,"top"
"R213","100nF_0402_50V","R0603",209.53,-115.23,90,"top"
"R214","100nF_0402_50V","R0603",204.72,-111.54,-90,"top"
"R215","100nF_0402_50V","R0603",183.21,-70.39,-90,"top"
"R216","100nF_0402_50V","R0603",188.04,-75.84,90,"top"
"R217","100nF_0402_50V","R0603",183.48,-97.19,-90,"top"
"R218","100nF_0402_50V","R0603",183.38,-100.05,90,"top"
"R219","100nF_0402_50V","R0603",190.04,-38.11,-90,"top"
"R220","100nF_0402_50V","R0603",190.04,-41.06,90,"top"
"R221","100nF_0402_50V","R0603",199,-36.16,0,"top"
"R222","100nF_0402_50V","R0603",201.2,-36.14,180,"top"
"R223","100nF_0402_50V","R0603",202.58,-93.55,180,"top"
"R224","100nF_0402_50V","R0603",200,-93.56,0,"top"
"R225","100nF_0402_50V","R0603",179.245,-64.295,90,"top"
"R226","100nF_0402_50V","R0603",174.41,-59.09,-90,"top"
"R227","100nF_0402_50V","R0603",168.83,-51.16,90,"top"
"R228","100nF_0402_50V","R0603",168.84,-48.9,-90,"top"
"R229","100nF_0402_50V","R0603",205.29,-61.86,0,"top"
"R230","100nF_0402_50V","R0603",207.28,-61.91,180,"top"
"R231","100nF_0402_50V","R0603",194.08,-101.09,90,"top"
"R232","100nF_0402_50V","R0603",194.14,-99.12,-90,"top"
"R233","100nF_0402_50V","R0603",174.56,-47.23,-90,"top"
"R234","100nF_0402_50V","R0603",179.49,-49.51,90,"top"
"R235","100nF_0402_50V","R0603",204.56,-67.31,90,"top"
"R236","B140HW-7","R0603",213.44,-80.35,180,"top"
"R237","B140HW-7","R0603",213.25,-100.05,180,"top"
"R238","BAT54S","R0603",257.22,-35.24,180,"top"
"R239","BAT54S","R0603",253.7,-35.11,90,"top"
"R240","1N914BWS","R0603",244.19,-111.05,0,"top"
"R241","1N914BWS","R0603",233.75,-64.15,180,"top"
"R242","1N914BWS","R0603",259.83,-31.51,0,"top"
"R243","1N914BWS","R0603",259.88,-33.5,0,"top"
"R244","1N914BWS","R0603",244.42,-101.78,180,"top"
"R245","BAT54S","R0603",241.62,-62.39,90,"top"
"R246","1N914BWS","R0603",244.26,-122.08,0,"top"
"R247","1N914BWS","R0603",244.15,-91.67,180,"top"
"R248","1N914BWS","R0603",232.62,-37.62,0,"top"
"R249","1N914BWS","R0603",240.57,-51.54,90,"top"
"R250","1N914BWS","R0603",196.25,-114.1,-90,"top"
"R251","1N914BWS","R0603",194.44,-74.26,180,"top"
"R252","1N914BWS","R0603",199.027106,-63.327189,180,"top"
"R253","1N914BWS","R0603",202.28,-61.41,0,"top"
"R254","1N914BWS","R0603",178.44,-103.38,180,"top"
"R255","BAT54S","R0603",188.84,-31.82,270,"top"
"R256","1N914BWS","R0603",186.3,-113.62,-90,"top"
"R257","1N914BWS","R0603",181.22,-92.23,180,"top"
"R258","1N914BWS","R0603",196.56,-38.3,0,"top"
"R259","1N914BWS","R0603",207.06,-46.84,90,"top"
"R260","Eurorack_Power_10pin_Unshrouded","R0603",213.402896,-90.133406,0,"top"
"R261","Conn_01x02","R0603",216.87,-37.43,180,"top"
"R262","Conn_01x02","R0603",189.91,-57.5724,-90,"top"
"R263","MBT3904DW1","R0603",238.73,-107.48,-90,"top"
"R264","MBT3904DW1","R0603",191.01,-105.9749,90,"top"
"R265","MBT3906DW1","R0603",217.9949,-42.33,180,"top"
"R266","MBT3904DW1","R0603",218.03,-47.03,0,"top"
"R267","MBT3904DW1","R0603",241.19,-47.26,-90,"top"
"R268","MBT3904DW1","R0603",234.58,-40.5151,-90,"top"
"R269","MBT3906DW1","R0603",239.14,-100.63,-90,"top"
"R270","MBT3906DW1","R0603",257.0349,-120.09,180,"top"
"R271","MBT3904DW1","R0603",250.37,-60.25,90,"top"
"R272","MBT3904DW1","R0603",235.82,-104.4551,-90,"top"
"R273","MBT3906DW1","R0603",237.87,-65.07,90,"top"
"R274","Si2318","R0603",222.42,-41.69,180,"top"
"R275","Si2347","R0603",238.06,-37.43,180,"top"
"R276","Si2318","R0603",251.52,-25.06,0,"top"
"R277","Si2318","R0603",257.47,-27.56,180,"top"
"R278","Si2318","R0603",261.15,-26.79,270,"top"
"R279","Si2318","R0603",237.2,-29.25,270,"top"
"R280","Si2347","R0603",243.13,-36.01,0,"top"
"R281","MBT3906DW1","R0603",188.47,-49.05,90,"top"
"R282","MBT3904DW1","R0603",183.77,-49.0851,-90,"top"
"R283","MBT3904DW1","R0603",207.73,-41.55,-90,"top"
"R284","MBT3904DW1","R0603",199.58,-41.28,-90,"top"
"R285","MBT3906DW1","R0603",177.64,-100.81,90,"top"
"R286","MBT3906DW1","R0603",170.61,-119.74,0,"top"
"R287","MBT3904DW1","R0603",183.25,-62.01,90,"top"
"R288","MBT3904DW1","R0603",190.97,-99.13,-90,"top"
"R289","MBT3906DW1","R0603",194.64,-71.6351,-90,"top"
"R290","Si2318","R0603",188.94,-54.1249,90,"top"
"R291","Si2347","R0603",178.85,-83.92,90,"top"
"R292","Si2318","R0603",175.38,-24.68,90,"top"
"R293","Si2318","R0603",166.16,-27.73,90,"top"
"R294","Si2318","R0603",171.13,-27.82,270,"top"
"R295","Si2318","R0603",183.04,-32.49,90,"top"
"R296","Si2347","R0603",183.99,-36.12,0,"top"
"R297","330R_0402","R0603",215.47,-56.52,90,"top"
"R298","100k_0402","R0603",235.05,-101.79,90,"top"
"R299","10k_0402","R0603",239.35,-110.92,90,"top"
"R300","100k_0402","R0603",234.45,-115.59,90,"top"
"R301","100k_0402","R0603",255,-37.06,-90,"top"
"R302","100k_0402","R0603",249.61,-32.42,90,"top"
"R303","1k_0402","R0603",210.39,-121.71,180,"top"
"R304","100k_0402","R0603",237.72,-109.64,180,"top"
"R305","1k_0402","R0603",240.39,-110.94,90,"top"
"R306","100k_0402","R0603",236.755,-118.68,180,"top"
"R307","10k_0402","R0603",234.47,-117.56,-90,"top"
"R308","10k_0402","R0603",236.76,-107.31,90,"top"
"R309","R_DNP_0402","R0603",248.765,-104.04,0,"top"
"R310","100k_0402","R0603",238.665,-118.65,0,"top"
"R311","4.7k_0402","R0603",247.64,-106.84,90,"top"
"R312","6.2k_0402","R0603",243.28,-104.135,-90,"top"
"R313","1k_0402","R0603",244.44,-106.22,-90,"top"
"R314","100k_0402","R0603",189.54,-96.5,90,"top"
"R315","1k_0402","R0603",184.49,-105.61,-90,"top"
"R316","100k_0402","R0603",185.15,-103.68,90,"top"
"R317","100k_0402","R0603",192.98,-105.89,90,"top"
"R318","R_DNP_0402","R0603",181.19,-109.51,-90,"top"
"R319","10k_0402","R0603",191.15,-101.74,90,"top"
"R320","4.7k_0402","R0603",182.89,-107.03,180,"top"
"R321","6.2k_0402","R0603",180.21,-109.52,-90,"top"
"R322","100k_0402","R0603",187.24,-106.02,180,"top"
"R323","10k_0402","R0603",187.2,-107.06,0,"top"
"R324","10k_0402","R0603",192.46,-103.78,0,"top"
"R325","1k_0402","R0603",179.19,-109.51,-90,"top"
"R326","100k_0402","R0603",190.06,-101.77,90,"top"
"R327","1M_0402","R0603",224.52,-104.73,-90,"top"
"R328","49.9k_0402","R0603",222.16,-38.88,-90,"top"
"R329","1M_0402","R0603",237.65,-39.67,180,"top"
"R330","10k_0402","R0603",227.43,-103.44,-90,"top"
"R331","1k_0402","R0603",234.59,-71.9,90,"top"
"R332","1M_0402","R0603",237.38,-70.35,0,"top"
"R333","1M_0402","R0603",221.135,-38.905,-90,"top"
"R334","47k_0402","R0603",218.96,-39.5,-90,"top"
"R335","100k_0402","R0603",239.49,-39.46,90,"top"
"R336","10k_0402","R0603",228.95,-103.45,90,"top"
"R337","100k_0402","R0603",240.49,-39.43,90,"top"
"R338","100k_0402","R0603",224.51,-101.96,-90,"top"
"R339","10M_0402","R0603",222.24,-99.14,0,"top"
"R340","2.2k_0402","R0603",219.9,-39.5,90,"top"
"R341","100k_0402","R0603",244.29,-108.49,0,"top"
"R342","1k_0402","R0603",237.41,-69.3,0,"top"
"R343","68k_0402","R0603",239.81,-65.16,-90,"top"
"R344","100k_0402","R0603",228.87,-105.73,-90,"top"
"R345","100k_0402","R0603",234.65,-74.31,-90,"top"
"R346","10k_0402","R0603",241.66,-111.67,-90,"top"
"R347","100k_0402","R0603",221.04,-109.19,180,"top"
"R348","100k_0402","R0603",240.6,-112.91,90,"top"
"R349","1k_0402","R0603",233.79,-113.5,90,"top"
"R350","100k_0402","R0603",251.09,-81.42,-90,"top"
"R351","100k_0402","R0603",255.99,-84.75,0,"top"
"R352","100k_0402","R0603",252.05,-83.34,-90,"top"
"R353","1.5M_0402","R0603",235.215,-75.77,0,"top"
"R354","200k_0402","R0603",237.39,-67.23,180,"top"
"R355","100k_0402","R0603",248.07,-25.42,0,"top"
"R356","100R_0402","R0603",224.84,-48.86,180,"top"
"R357","100k_0402","R0603",222.98,-109.17,180,"top"
"R358","6.8k_0402","R0603",259.2,-119.615,90,"top"
"R359","820R_0402","R0603",261.82,-115.48,180,"top"
"R360","100k_0402","R0603",262,-31.51,90,"top"
"R361","8.2k_0402","R0603",215.13,-41.3,-90,"top"
"R362","100k_0402","R0603",248.04,-28.58,180,"top"
"R363","100k_0402","R0603",247.58,-27.115,90,"top"
"R364","200k_0402","R0603",226.13,-47.64,180,"top"
"R365","200k_0402","R0603",235.91,-64.17,90,"top"
"R366","100k_0402","R0603",244.05,-44.26,-90,"top"
"R367","47k_0402","R0603",217.06,-49.88,90,"top"
"R368","1k_0402","R0603",231.88,-71.36,180,"top"
"R369","2.7k_0402","R0603",226.84,-66.19,90,"top"
"R370","47k_0402","R0603",214.94,-45.27,-90,"top"
"R371","2.2k_0402","R0603",218.09,-49.91,-90,"top"
"R372","100k_0402","R0603",260.13,-35.23,0,"top"
"R373","100k_0402","R0603",254.33,-26.58,0,"top"
"R374","4.99k_0402","R0603",261.43,-117.23,90,"top"
"R375","100k_0402","R0603",262.28,-104.19,-90,"top"
"R376","1k_0402","R0603",261.77,-119.79,180,"top"
"R377","4.99k_0402","R0603",261.82,-113.57,180,"top"
"R378","100k_0402","R0603",258.84,-84.74,180,"top"
"R379","10k_0402","R0603",259.42,-29.18,180,"top"
"R380","100k_0402","R0603",241.31,-78.71,90,"top"
"R381","100k_0402","R0603",217.28,-115.38,180,"top"
"R382","100k_0402","R0603",216.605,-113.83,90,"top"
"R383","10k_0402","R0603",225.61,-68.4,90,"top"
"R384","100k_0402","R0603",222.325,-72.67,180,"top"
"R385","10k_0402","R0603",230.86,-85.33,-90,"top"
"R386","100k_0402","R0603",234.23,-83.54,0,"top"
"R387","100k_0402","R0603",236.08,-78.23,0,"top"
"R388","10k_0402","R0603",261.1,-29.58,-90,"top"
"R389","100k_0402","R0603",219.99,-85.16,90,"top"
"R390","100k_0402","R0603",224.84,-84.94,90,"top"
"R391","300k_0402","R0603",238.58,-26.95,-90,"top"
"R392","100k_0402","R0603",255.28,-22.13,180,"top"
"R393","22k_0402","R0603",216.59,-111.87,90,"top"
"R394","47k_0402","R0603",230.39,-87.54,90,"top"
"R395","47k_0402","R0603",233.28,-79.14,90,"top"
"R396","470R_0402","R0603",250.47,-22.31,-90,"top"
"R397","100k_0402","R0603",213.48,-110.03,180,"top"
"R398","10k_0402","R0603",232.73,-83.065,90,"top"
"R399","10k_0402","R0603",224.275,-72.645,0,"top"
"R400","1k_0402","R0603",261.8,-114.52,180,"top"
"R401","10k_0402","R0603",236.12,-101.77,-90,"top"
"R402","10k_0402","R0603",250.62,-62.85,90,"top"
"R403","10k_0402","R0603",249.8,-58.07,180,"top"
"R404","1M_0402","R0603",240.15,-24.17,0,"top"
"R405","100k_0402","R0603",212.52,-119.06,0,"top"
"R406","100k_0402","R0603",214.455,-119.055,0,"top"
"R407","47k_0402","R0603",216.42,-119.09,0,"top"
"R408","10k_0402","R0603",232.38,-93.015,90,"top"
"R409","100k_0402","R0603",233.855,-93.49,0,"top"
"R410","22k_0402","R0603",235.31,-93,90,"top"
"R411","10k_0402","R0603",224.95,-63.67,180,"top"
"R412","100k_0402","R0603",223,-62.645,180,"top"
"R413","22k_0402","R0603",231.86,-74.63,-90,"top"
"R414","10k_0402","R0603",237.85,-103.95,90,"top"
"R415","47k_0402","R0603",249.62,-62.85,-90,"top"
"R416","47k_0402","R0603",251.75,-58.03,0,"top"
"R417","2k_0402","R0603",243.5,-23.2,0,"top"
"R418","0R_0402","R0603",228.84,-31,0,"top"
"R419","100k_0402","R0603",242.29,-98.91,90,"top"
"R420","10k_0402","R0603",243.34,-97.79,90,"top"
"R421","100k_0402","R0603",239.55,-98.48,0,"top"
"R422","4.7k_0402","R0603",259.08,-40.91,-90,"top"
"R423","100k_0402","R0603",240.91,-32.45,0,"top"
"R424","200k_0402","R0603",241.43,-33.95,-90,"top"
"R425","100k_0402","R0603",230.93,-31.71,180,"top"
"R426","100k_0402","R0603",230.38,-33.16,-90,"top"
"R427","1k_0402","R0603",228.39,-117.66,0,"top"
"R428","100k_0402","R0603",227.59,-32.29,0,"top"
"R429","100k_0402","R0603",239.99,-30.41,0,"top"
"R430","100k_0402","R0603",258.06,-40.64,90,"top"
"R431","100k_0402","R0603",231.74,-26.69,180,"top"
"R432","100k_0402","R0603",229.12,-27.035,-90,"top"
"R433","100k_0402","R0603",243.955,-74.895,180,"top"
"R434","100k_0402","R0603",231.26,-119.23,90,"top"
"R435","100k_0402","R0603",229.785,-118.75,180,"top"
"R436","1k_0402","R0603",228.37,-116.63,0,"top"
"R437","100k_0402","R0603",253.25,-40.615,90,"top"
